title,glass,garnish,recipe,ingredients
Carroll Gardens,Coupe glass,Luxardo Maraschino cherry,"STIR ingredients over ice and strain into a cocktail glass. Squeeze lemon twist over the drink, wipe the rim with the peel and discard.","[['6 cl', 'Straight rye whiskey (100 proof / 50% alc./vol.)'], ['1.5 cl', 'Nardini Amaro'], ['0.5 cl', 'Luxardo Maraschino liqueur'], ['1.5 cl', 'Punt E Mes or other full-bodied vermouth']]"
Carthusian Nail,Old-fashioned glass,Mint sprig,STIR all ingredients with ice and strain into ice-filled glass.,"[['4.5 cl', ""Dewar's 12 Year Old Scotch whisky""], ['2.25 cl', 'Drambuie liqueur'], ['0.75 cl', 'Green Chartreuse liqueur']]"
Chanticleer Cocktail,Coupe glass,Orange zest twist,SHAKE all ingredients with ice and strain back into shaker. DRY SHAKE (without ice) and fine strain into chilled glass.,"[['3 cl', 'Rutte Dry Gin'], ['4.5 cl', 'Martini Extra Dry vermouth'], ['1.5 cl', 'Orange Curaçao liqueur'], ['1.5 cl', 'Pasteurised egg white']]"
Charlie,Coupe glass,Luxardo Maraschino cherry,STIR all ingredients with ice and strain into chilled glass.,"[['6 cl', 'Bourbon whiskey'], ['1.5 cl', 'Martini Rosso sweet vermouth'], ['0.75 cl', 'Giffard Framboise de Ronce (raspberry liqueur)'], ['1 dash', 'Angostura Aromatic Bitters']]"
Cobble Hill,Coupe glass,Lemon zest twist (discarded) & cucumber slice,"MUDDLE cucumber in base of stirring glass. Add other ingredients, STIR with ice and fine strain into chilled glass.","[['3 slice', 'Cucumber (fresh)'], ['6 cl', 'Straight rye whiskey (100 proof / 50% alc./vol.)'], ['1.5 cl', 'Martini Extra Dry vermouth'], ['1.5 cl', 'Montenegro amaro']]"
Cuban Liberal,Martini glass,Orange zest twist,STIR all ingredients with ice and strain into chilled glass.,"[['4.5 cl', 'Havana Club 3 Year Old rum'], ['3 cl', 'Martini Rosso sweet vermouth'], ['0.25 cl', 'Amer Picon'], ['2 dash', 'Orange Bitters by Angostura']]"
Culross Cocktail,Coupe glass,Orange zest twist,SHAKE all ingredients with ice and fine strain into chilled glass.,"[['3 cl', 'Bacardi Carta Blanca light rum'], ['3 cl', 'De Kuyper Apricot Brandy liqueur'], ['3 cl', 'Lillet Blanc (or other aromatized wine)'], ['0.75 cl', 'Lemon juice (freshly squeezed)']]"
Debonair,Martini glass,Lemon zest twist,STIR all ingredients with ice and strain into chilled glass.,"[['6 cl', 'Speyside single malt Scotch whisky'], ['2.5 cl', 'Ginger liqueur']]"
Defender Cocktail,Coupe glass,Orange zest twist,STIR all ingredients with ice and strain into chilled glass.,"[['4.5 cl', 'Portobello Old Tom gin'], ['4.5 cl', 'Martini Rosso sweet vermouth'], ['0.5 cl', 'Crème Yvette liqueur'], ['1 dash', 'Orange Bitters by Angostura']]"
Dreamy Dorini Smoking Martini,Coupe glass,Lemon zest twist,STIR all ingredients with ice and strain into chilled glass.,"[['1.5 cl', 'Islay single malt (peated) Scotch whisky'], ['6 cl', 'Ketel One Vodka'], ['1 dash', 'Pernod anise']]"
Fernando,Coupe glass,None,STIR all ingredients with ice and strain into chilled glass.,"[['3 cl', 'Martini Extra Dry vermouth'], ['3 cl', 'Martini Rosso sweet vermouth'], ['0.75 cl', ""Galliano L'Autentico liqueur""], ['0.5 cl', 'Fernet liqueur']]"
Fibber McGee,Coupe glass,Grapefruit zest twist,SHAKE all ingredients with ice and fine strain into chilled glass.,"[['6 cl', 'Rutte Dry Gin'], ['3 cl', 'Martini Rosso sweet vermouth'], ['3 cl', 'Grapefruit juice (pink)'], ['2 dash', 'Angostura Aromatic Bitters']]"
Four Aces,Old-fashioned glass,Basil leaf,"MUDDLE grapes in base of shaker. Add next 5 ingredients, SHAKE with ice and fine strain into ice-filled glass. TOP with soda water, stir and serve with straws.","[['6 fresh', 'Green grapes (seedless)'], ['4.5 cl', 'Ketel One Vodka'], ['1.5 cl', 'Lime juice (freshly squeezed)'], ['1.5 cl', 'Ginger liqueur'], ['0.75 cl', 'Sugar syrup (65.0°brix, 2 sugar to 1 water rich syrup)'], ['4 fresh', 'Basil leaves (torn)']]"
G. G and G,Old-fashioned glass,Grapefruit zest twist,SHAKE all ingredients with ice and fine strain into an ice-filled rocks glass.,"[['4.5 cl', 'Rutte Dry Gin'], ['3 cl', ""Galliano L'Autentico liqueur""], ['3 cl', 'Grapefruit juice (pink)'], ['2 dash', 'Orange Bitters by Angostura']]"
Ginger Frost,Martini glass,Fresh ginger slice,DRY SHAKE (without ice) all ingredients. SHAKE again with ice and strain into chilled glass.,"[['4.5 cl', 'Ketel One Vodka'], ['1.5 cl', 'Lemon juice (freshly squeezed)'], ['0.75 cl', 'Sugar syrup (65.0°brix, 2 sugar to 1 water rich syrup)'], ['2.25 cl', 'Orange juice (freshly squeezed)'], ['1.5 cl', 'Pasteurised egg white'], ['2.25 cl', 'Ginger liqueur']]"
Greyhound's Tooth,Coupe glass,Lemon zest twist,SHAKE all ingredients with ice and fine strain into chilled glass.,"[['2.25 cl', 'Bénédictine D.O.M.'], ['4.5 cl', 'Ketel One Vodka'], ['2.25 cl', 'Grapefruit juice (pink)'], ['0.75 cl', 'Lemon juice (freshly squeezed)'], ['8 drop', ""Bob's Grapefruit Bitters""]]"
Gypsy Queen,Nick & Nora glass,Orange zest twist,STIR all ingredients with ice and strain into chilled glass.,"[['4.5 cl', 'Ketel One Vodka'], ['1.5 cl', 'Bénédictine D.O.M.'], ['1 dash', 'Angostura Aromatic Bitters']]"
The Hac,Coupe glass,Pineapple wedge,"MUDDLE cardamom in base of shaker. Add other ingredients, SHAKE with ice and fine strain into chilled glass.","[['1 fresh', 'Green cardamom pods'], ['4.5 cl', 'Patrón Reposado tequila'], ['1.5 cl', 'Pineapple juice (fresh pressed)'], ['1.5 cl', 'Lime juice (freshly squeezed)'], ['0.75 cl', 'Agave syrup'], ['1 dash', 'Orange Bitters by Angostura']]"
Harold and Maude,Coupe glass,Orange zest twist,SHAKE all ingredients with ice and fine strain into ice-filled glass.,"[['3 cl', ""Dewar's 12 Year Old Scotch whisky""], ['3 cl', 'Havana Club 7yo rum'], ['1.5 cl', 'Lemon juice (freshly squeezed)'], ['0.75 cl', 'Rose sugar syrup'], ['0.5 cl', 'Lavender sugar syrup']]"
Highland Sazerac,Old-fashioned glass,Lemon zest twist,"POUR Chartreuse into glass and twirl to coat inside with liqueur, fill glass with ice and stand to one side. Separately, STIR other ingredients with ice in mixing glass. DISCARD contents of glass (Chartreuse and ice), fill with fresh ice and strain contents of mixing glass.","[['0.75 cl', 'Green Chartreuse liqueur'], ['4.5 cl', 'Rémy Martin 1738 Cognac'], ['1.5 cl', 'Speyside single malt Scotch whisky'], ['0.75 cl', 'Sugar syrup (65.0°brix, 2 sugar to 1 water rich syrup)'], ['3 dash', ""Peychaud's or other Creole-style bitters""], ['2 dash', 'Angostura Aromatic Bitters']]"
Hot Tommy,Toddy glass,Lime zest twist,Place spoon in glass. POUR first 3 ingredients into glass. TOP up with boiling water and STIR until agave nectar dissolves.,"[['6 cl', 'Patrón Reposado tequila'], ['1.5 cl', 'Lime juice (freshly squeezed)'], ['1.5 cl', 'Agave syrup'], ['Top up with', 'Boiling water']]"
Clover Club (House-Made),Coupe glass,Lemon zest twist,SHAKE all ingredients with ice and strain back into shaker. DRY SHAKE (without ice) and fine strain into chilled glass.,"[['4.5 cl', 'Rutte Dry Gin'], ['1 1⁄2 spoon', 'Raspberry jam'], ['1.5 cl', 'Martini Extra Dry vermouth'], ['2.25 cl', 'Lemon juice (freshly squeezed)'], ['1 cl', 'Pasteurised egg white']]"
Islander,Coupe glass,Lemon zest twist,STIR all ingredients with ice and strain into a chilled glass.,"[['6 cl', 'Martini Rosso sweet vermouth'], ['2.25 cl', ""Dewar's 12 Year Old Scotch whisky""], ['0.5 cl', 'Pernod anise']]"
IVO,Coupe glass,Luxardo Maraschino cherry,STIR all ingredients with ice and strain into chilled glass.,"[['6 cl', 'Bourbon whiskey'], ['1.5 cl', 'Martini Extra Dry vermouth'], ['1.5 cl', 'Martini Rosso sweet vermouth'], ['1 cl', 'Giffard Framboise de Ronce (raspberry liqueur)'], ['1 dash', 'Angostura Aromatic Bitters']]"
Japanese Maple,Coupe glass,Mist with aromatic bitters,SHAKE all ingredients with ice and strain back into shaker. DRY SHAKE (without ice) and fine strain into chilled glass.,"[['5.25 cl', 'Japanese blended whisky'], ['2.25 cl', 'Lemon juice (freshly squeezed)'], ['1.5 cl', 'Maple syrup'], ['1.5 cl', 'Pasteurised egg white']]"
Mr Kappes,Coupe glass,Lemon zest twist,STIR all ingredients with ice and fine strain into chilled glass.,"[['6 cl', 'Kirschwasser (cherry) eau-de-vie'], ['3 cl', 'Lillet Blanc (or other aromatized wine)'], ['3 cl', 'Pedro Ximénez sherry']]"
Lady's Sidecar,Martini glass,Orange zest twist,SHAKE all ingredients with ice and fine strain into chilled glass.,"[['4.5 cl', 'Rémy Martin 1738 Cognac'], ['3 cl', 'De Kuyper Triple Sec (40%)'], ['3 cl', 'Lemon juice (freshly squeezed)'], ['0.75 cl', 'Orange juice (freshly squeezed)'], ['0.25 cl', 'Sugar syrup (65.0°brix, 2 sugar to 1 water rich syrup) (optional)']]"
Lazy Man Flip,Sour or Martini/Coupette glass,Orange zest twist (discarded) & dust with grated nutmeg,SHAKE all ingredients with ice and strain back into shaker. DRY SHAKE (without ice) and fine strain into chilled glass.,"[['4.5 cl', 'Ruby port'], ['2.25 cl', 'Avallen Calvados'], ['0.75 cl', 'Sugar syrup (65.0°brix, 2 sugar to 1 water rich syrup)'], ['1 fresh', 'Egg yolk']]"
Limey Gimlet,Coupe glass,Lime zest twist (discarded) & lime wedge,SHAKE all ingredients with ice and fine strain into chilled glass.,"[['3 cl', 'Lime cordial (sweetened lime juice)'], ['3 cl', 'Rutte Dry Gin'], ['1.5 cl', 'Bacardi Carta Blanca light rum'], ['1.5 cl', 'Lime juice (freshly squeezed)']]"
Limón Fresca,Collins glass,Lemon zest twist,"POUR ingredients into glass half filled with crushed ice and CHURN (stir). ADD more ice to fill glass, CHURN and top with soda.","[['6 cl', 'Ketel One Citroen Vodka'], ['2.25 cl', 'Pallini Limoncello liqueur'], ['1.5 cl', 'Lemon juice (freshly squeezed)'], ['1.5 cl', 'Lime juice (freshly squeezed)'], ['1.5 cl', 'Orange juice (freshly squeezed)'], ['5 fresh', 'Mint leaves']]"
Lincoln Club Cooler,Collins glass,Lime wedge,POUR ingredients into ice-filled glass and gently stir.,"[['6 cl', 'Havana Club 3 Year Old rum'], ['12 cl', 'Thomas Henry Ginger Ale'], ['1 dash', 'Angostura Aromatic Bitters']]"
Little Italy,Coupe glass,Luxardo Maraschino cherry,STIR all ingredients with ice and strain into chilled glass.,"[['4.5 cl', 'Straight rye whiskey (100 proof / 50% alc./vol.)'], ['2.25 cl', 'Martini Rosso sweet vermouth'], ['1.5 cl', 'Cynar or other carciofo amaro']]"
Manicure,Old-fashioned glass,Apple wedge,STIR all ingredients with ice and fine strain into ice-filled glass.,"[['2.25 cl', 'Avallen Calvados'], ['2.25 cl', ""Dewar's 12 Year Old Scotch whisky""], ['2.25 cl', 'Drambuie liqueur']]"
Mexican Nail,Old-fashioned glass,Lime zest twist,STIR all ingredients with ice and strain into ice-filled glass.,"[['4.5 cl', 'Patrón Reposado tequila'], ['3 cl', 'Drambuie liqueur'], ['0.5 cl', 'Islay single malt (peated) Scotch whisky'], ['4 drop', ""Bob's Chocolate bitters""], ['1 cl', 'Chilled water']]"
Mock Margarita (Non-alcoholic),Old-fashioned glass,Salt rim & lime wedge,SHAKE all ingredients with ice and strain into ice-filled glass.,"[['4.5 cl', 'Lime juice (freshly squeezed)'], ['1.5 cl', 'Lemon juice (freshly squeezed)'], ['3 cl', 'Agave syrup'], ['Top up with', 'Thomas Henry Ginger Ale']]"
The Money Penny,Coupe glass,Grapefruit zest twist,SHAKE all ingredients with ice and fine strain into chilled glass.,"[['6 cl', 'Rutte Dry Gin'], ['2.25 cl', 'Grapefruit juice (pink)'], ['1.5 cl', 'Martini Extra Dry vermouth'], ['0.75 cl', 'Sugar syrup (65.0°brix, 2 sugar to 1 water rich syrup)'], ['4 drop', ""Bob's Grapefruit Bitters""]]"
Mr President,Coupe glass,Orange zest twist,STIR all ingredients with ice and fine strain into chilled glass.,"[['3.75 cl', 'Bacardi Carta Blanca light rum'], ['2.25 cl', 'Martini Rosso sweet vermouth'], ['1.5 cl', 'Italian red bitter liqueur']]"
Nailed,Shot glass,None,Carefully pour so as to LAYER ingredients in the following order.,"[['1.5 cl', 'Drambuie liqueur'], ['1.5 cl', ""Dewar's 12 Year Old Scotch whisky""]]"
Negroni Tredici,Old-fashioned glass,Lemon zest twist (discarded) & orange wedge,STIR all ingredients with ice and strain into chilled glass.,"[['6 cl', 'Rutte Dry Gin'], ['0.75 cl', 'Cynar or other carciofo amaro'], ['0.75 cl', 'Italian red bitter liqueur'], ['3 cl', 'Martini Rosso sweet vermouth']]"
New Amsterdam,Coupe glass,Lemon zest twist,STIR all ingredients with ice and fine strain into chilled glass.,"[['6 cl', 'Rutte Old Simon Genever'], ['3 cl', 'Kirschwasser (cherry) eau-de-vie'], ['1 spoon', 'Sugar syrup (65.0°brix, 2 sugar to 1 water rich syrup)'], ['2 dash', ""Peychaud's or other Creole-style bitters""]]"
Nick & Nora,Coupe glass,Olive,STIR all ingredients with ice and strain into chilled glass.,"[['6.75 cl', 'Rutte Dry Gin'], ['2.25 cl', 'Martini Extra Dry vermouth']]"
Novara,Coupe glass,Lemon zest twist,SHAKE all ingredients with ice and strain into chilled glass.,"[['4.5 cl', 'Rutte Dry Gin'], ['1.5 cl', 'Italian red bitter liqueur'], ['1.5 cl', 'Passion fruit syrup'], ['1.5 cl', 'Lemon juice (freshly squeezed)']]"
Orange Negroni,Old-fashioned glass,Orange zest twist,POUR all ingredients into ice-filled glass and stir.,"[['3 cl', 'Ketel One Oranje Vodka'], ['3 cl', 'Italian red bitter liqueur'], ['3 cl', 'Martini Rosso sweet vermouth']]"
Oranjey Cocktail,Martini glass,Orange zest twist,STIR all ingredients with ice and strain into chilled glass.,"[['3 cl', 'Ketel One Vodka'], ['3 cl', 'Ketel One Oranje Vodka'], ['1.5 cl', 'De Kuyper Triple Sec (40%)'], ['0.75 cl', 'Martini Rosso sweet vermouth'], ['0.5 cl', 'Italian red bitter liqueur'], ['0.75 cl', 'Orange juice (freshly squeezed)']]"
Perpetual Cocktail,Coupe glass,Orange zest twist,STIR all ingredients with ice and strain into chilled glass.,"[['4.5 cl', 'Martini Rosso sweet vermouth'], ['4.5 cl', 'Martini Extra Dry vermouth'], ['0.5 cl', 'Crème Yvette liqueur'], ['0.25 cl', 'De Kuyper Brown Crème de Cacao'], ['4 drop', ""Bob's Chocolate bitters""]]"
Petruchio Cocktail,Coupe glass,None,SHAKE all ingredients with ice and strain back into shaker. DRY SHAKE (without ice) and fine strain into chilled glass.,"[['3 cl', 'Rutte Dry Gin'], ['3 cl', 'Bittersweet orange-red aperitivo'], ['1.5 cl', 'Lemon juice (freshly squeezed)'], ['0.75 cl', 'Sugar syrup (65.0°brix, 2 sugar to 1 water rich syrup)'], ['2 dash', 'Orange Bitters by Angostura'], ['2 cl', 'Pasteurised egg white']]"
Precursory Cocktail,Coupe glass,Lemon zest twist (discarded) & orange slice,SHAKE all ingredients with ice and fine strain into chilled glass.,"[['4.5 cl', 'Tawny port'], ['4.5 cl', 'Antica Formula or other well aged sweet vermouth'], ['0.75 cl', 'Sugar syrup (65.0°brix, 2 sugar to 1 water rich syrup)'], ['0.5 cl', 'Lemon juice (freshly squeezed)'], ['3 dash', 'Angostura Aromatic Bitters'], ['3 dash', 'Orange Bitters by Angostura (optional)']]"
Ragtime,Coupe glass,Orange zest twist,STIR all ingredients with ice and strain into chilled glass.,"[['4.5 cl', 'Straight rye whiskey (100 proof / 50% alc./vol.)'], ['3 cl', 'Ramazzotti amaro'], ['3 cl', 'Bittersweet orange-red aperitivo'], ['0.25 cl', 'La Fée Parisienne absinthe'], ['1 dash', ""Peychaud's or other Creole-style bitters""]]"
Rhode Island Red,Collins glass,Lemon & lime zest twists,"SHAKE first five ingredients with ice and strain into ice-filled glass. TOP with ginger beer, lightly stir and serve with straws.","[['6 cl', 'Patrón Reposado tequila'], ['1.5 cl', 'Giffard Framboise de Ronce (raspberry liqueur)'], ['2.25 cl', 'Lemon juice (freshly squeezed)'], ['1.5 cl', 'Agave syrup'], ['1 dash', 'Orange Bitters by Angostura'], ['Top up with', 'Thomas Henry Ginger Beer']]"
Rock 'n' Rye,Old-fashioned glass,Orange zest twist (discarded) & Luxardo Maraschino cherry,SHAKE all ingredients with ice and strain into ice-filled glass.,"[['6 cl', 'Straight rye whiskey (100 proof / 50% alc./vol.)'], ['1.5 cl', 'Orange juice (freshly squeezed)'], ['0.5 cl', 'Lemon juice (freshly squeezed)'], ['0.75 cl', 'Syrup from Luxardo Maraschino Cherries'], ['0.75 cl', 'Sugar syrup (65.0°brix, 2 sugar to 1 water rich syrup)']]"
Rococoa,Coupe glass,Half vanilla pod,STIR all ingredients with ice and strain into chilled glass.,"[['6 cl', 'Bacardi Carta Blanca light rum'], ['1 cl', 'Dutch Cacao white crème de cacao'], ['0.5 cl', 'Islay single malt (peated) Scotch whisky'], ['2 dash', ""Bob's Chocolate bitters""], ['1.5 cl', 'Chilled water (omit if using wet ice)']]"
Roosevelt Cocktail,Coupe glass,Orange zest twist,SHAKE all ingredients with ice and fine strain into chilled glass.,"[['5.25 cl', 'Havana Club 7yo rum'], ['2.25 cl', 'Martini Extra Dry vermouth'], ['0.75 cl', 'Orange juice (freshly squeezed)'], ['0.5 cl', 'Sugar syrup (65.0°brix, 2 sugar to 1 water rich syrup)']]"
Royal Nail,Old-fashioned glass,Lemon zest twist,STIR ingredients with ice and strain into ice-filled glass.,"[['6 cl', 'Highland single malt scotch whisky'], ['1.5 cl', 'Drambuie liqueur'], ['1 dash', ""Peychaud's or other Creole-style bitters""]]"
Ruby Daiquiri,Martini glass,Grapefruit wedge,SHAKE all ingredients with ice and fine strain into chilled glass.,"[['6 cl', 'Bacardi Carta Blanca light rum'], ['0.75 cl', 'Disaronno amaretto'], ['0.5 cl', 'Giffard Orgeat Syrup'], ['0.75 cl', 'Lime juice (freshly squeezed)'], ['0.75 cl', 'Grapefruit juice (pink)']]"
Rude Gypsy,Nick & Nora glass,Lime zest twist,STIR all ingredients with ice and strain into chilled glass.,"[['4 cl', 'Patrón Silver blanco tequila'], ['2 cl', 'Bénédictine D.O.M.'], ['4 drop', ""Difford's Margarita Bitters""]]"
Rum Old Fashioned,Old-fashioned glass,Orange or lime zest twist,STIR all ingredients with ice and strain into ice-filled glass (preferably over a chunk of block ice).,"[['5 cl', 'Havana Club 7yo rum'], ['1 cl', 'White overproof rum'], ['0.75 cl', ""Difford's Falernum liqueur""], ['0.25 cl', 'Sugar syrup (65.0°brix, 2 sugar to 1 water rich syrup)'], ['1 dash', 'Angostura Aromatic Bitters']]"
Russian Nail,Old-fashioned glass,Dust with grated nutmeg,SHAKE all ingredients with ice and strain into ice-filled glass.,"[['6 cl', ""Dewar's 12 Year Old Scotch whisky""], ['2.25 cl', 'Drambuie liqueur'], ['2.25 cl', 'Coffee liqueur'], ['1.5 cl', 'Single cream / half-and-half'], ['1.5 cl', 'Milk (semi-skimmed/2% fat)']]"
Rusty Tack Cocktail,Old-fashioned glass,Lemon zest twist,STIR all ingredients with ice and strain into ice-filled glass.,"[['5 cl', ""Dewar's 12 Year Old Scotch whisky""], ['1 cl', 'Drambuie liqueur'], ['1 cl', 'Ginger liqueur']]"
Scotch Sour,Old-fashioned glass,Lemon & orange zest twists,SHAKE all ingredients with ice. Strain back into shaker and DRY SHAKE (without ice). Strain into ice-filled glass.,"[['6 cl', ""Dewar's 12 Year Old Scotch whisky""], ['3 cl', 'Lemon juice (freshly squeezed)'], ['1.5 cl', 'Sugar syrup (65.0°brix, 2 sugar to 1 water rich syrup)'], ['1.5 cl', 'Pasteurised egg white']]"
Scottish Breakfast,Old-fashioned glass,Dust with cinnamon powder,SHAKE all ingredients with ice and strain into ice-filled glass.,"[['4.5 cl', ""Dewar's 12 Year Old Scotch whisky""], ['1.5 cl', 'Avallen Calvados'], ['1.5 cl', 'Maple syrup'], ['3 cl', 'Single cream / half-and-half'], ['0.5 cl', 'Sugar syrup (65.0°brix, 2 sugar to 1 water rich syrup)']]"
